src,trg
"young person wearing blue jeans .","G.add_edge(' person ',' wearing ') newline G.add_edge(' person ',' young ') newline G.add_edge(' jeans ',' blue ') newline"
"white shirt selling chopped-up food . people move furniture .","G.add_edge(' shirt ',' selling ') newline G.add_edge(' shirt ',' white ') newline G.add_edge(' food ',' chopped-up ') newline G.add_edge(' people ',' furniture ',action=' move ') newline G.add_edge(' people ',' move ') newline"
"cold people photographs frying something . blue house drawn horse-drawn carriage . an individuals walk down . how is people ? how is something ?","G.add_edge(' people ',' photographs ') newline G.add_edge(' people ',' cold ') newline G.add_edge(' something ',' frying ') newline G.add_edge(' house ',' drawn ') newline G.add_edge(' house ',' blue ') newline G.add_edge(' carriage ',' horse-drawn ') newline G.add_edge(' individuals ',' down ',action=' walk ') newline G.add_edge(' individuals ',' walk ') newline G.has_edge(' people ',' cold ') newline G.has_edge(' something ',' frying ') newline"
"dark-haired person wearing pink skis . the driver driving down . how is skis ?","G.add_edge(' person ',' wearing ') newline G.add_edge(' person ',' dark-haired ') newline G.add_edge(' skis ',' pink ') newline G.add_edge(' driver ',' down ',action=' driving ') newline G.add_edge(' driver ',' driving ') newline G.has_edge(' skis ',' pink ') newline"
"track in running very . heritage marching down .","G.add_edge(' track ',' very ',action=' running ') newline G.add_edge(' track ',' running ') newline G.add_edge(' heritage ',' down ',action=' marching ') newline G.add_edge(' heritage ',' marching ') newline"
"with graffiti covered skateboard .","G.add_edge(' graffiti ',' skateboard ',action=' covered ') newline G.add_edge(' graffiti ',' covered ') newline"
"mountainous corner called swatch . woman jumping over .","G.add_edge(' corner ',' called ') newline G.add_edge(' corner ',' mountainous ') newline  G.add_edge(' woman ',' over ',action=' jumping ') newline G.add_edge(' woman ',' jumping ') newline"
"males stand together . performer dressed up . leaf covered muddy ground . is there a males ? does performer juggles ?","G.add_edge(' males ',' together ',action=' stand ') newline G.add_edge(' males ',' stand ') newline G.add_edge(' performer ',' up ',action=' dressed ') newline G.add_edge(' performer ',' dressed ') newline G.add_edge(' leaf ',' covered ') newline  G.add_edge(' ground ',' muddy ') newline G.has_node(' males ') newline G.has_edge(' performer ',' juggles ') newline"
"of children walk away .","G.add_edge(' children ',' away ',action=' walk ') newline G.add_edge(' children ',' walk ') newline"
"a hat a kneeling down . attire while jumping off . a bicycle while jumping off . does hat kneeling ?","G.add_edge(' hat ',' down ',action=' kneeling ') newline G.add_edge(' hat ',' kneeling ') newline G.add_edge(' attire ',' off ',action=' jumping ') newline G.add_edge(' attire ',' jumping ') newline G.add_edge(' bicycle ',' off ',action=' jumping ') newline G.add_edge(' bicycle ',' jumping ') newline G.has_edge(' hat ',' kneeling ') newline"
"a structure in made partially . shirt with is sweating . lone bicyclist walks white bike . is there a relation between structure and partially ? is there a shirt ?","G.add_edge(' structure ',' partially ',action=' made ') newline G.add_edge(' structure ',' made ') newline G.add_edge(' shirt ',' sweating ',action=' is ') newline G.add_edge(' shirt ',' is ') newline G.add_edge(' bicyclist ',' walks ') newline G.add_edge(' bicyclist ',' lone ') newline G.add_edge(' bike ',' white ') newline G.has_edge(' structure ',' partially ') newline G.has_node(' shirt ') newline"
"shirt is singing . a group working together . is there a relation between shirt and singing ?","G.add_edge(' shirt ',' singing ',action=' is ') newline G.add_edge(' shirt ',' is ') newline G.add_edge(' group ',' together ',action=' working ') newline G.add_edge(' group ',' working ') newline G.has_edge(' shirt ',' singing ') newline"
"with graffiti covered ramp . of friends sit down . is there a graffiti ? is there a relation between friends and down ?","G.add_edge(' graffiti ',' ramp ',action=' covered ') newline G.add_edge(' graffiti ',' covered ') newline G.add_edge(' friends ',' down ',action=' sit ') newline G.add_edge(' friends ',' sit ') newline G.has_node(' graffiti ') newline G.has_edge(' friends ',' down ') newline"
"young women playing female volleyball . of women each doing yoga . how is volleyball ?","G.add_edge(' women ',' playing ') newline G.add_edge(' women ',' young ') newline G.add_edge(' volleyball ',' female ') newline G.add_edge(' women ',' yoga ',action=' doing ') newline G.add_edge(' women ',' doing ') newline G.has_edge(' volleyball ',' female ') newline"
"shirted worker is adult digging . of motorcyclists while riding down . young guy pushes small cart . is there a motorcyclists ? how is cart ?","G.add_edge(' worker ',' is ') newline G.add_edge(' worker ',' shirted ') newline G.add_edge(' digging ',' adult ') newline G.add_edge(' motorcyclists ',' down ',action=' riding ') newline G.add_edge(' motorcyclists ',' riding ') newline G.add_edge(' guy ',' pushes ') newline G.add_edge(' guy ',' young ') newline G.add_edge(' cart ',' small ') newline G.has_node(' motorcyclists ') newline G.has_edge(' cart ',' small ') newline"
"a woman another walks alone . men playing guitars . is there a relation between woman and alone ? is there a relation between men and guitars ?","G.add_edge(' woman ',' alone ',action=' walks ') newline G.add_edge(' woman ',' walks ') newline G.add_edge(' men ',' guitars ',action=' playing ') newline G.add_edge(' men ',' playing ') newline G.has_edge(' woman ',' alone ') newline G.has_edge(' men ',' guitars ') newline"
"of people walking down . of boys run down . other men grinding large stone . does people walking ? how is men ? how is stone ?","G.add_edge(' people ',' down ',action=' walking ') newline G.add_edge(' people ',' walking ') newline G.add_edge(' boys ',' down ',action=' run ') newline G.add_edge(' boys ',' run ') newline G.add_edge(' men ',' grinding ') newline G.add_edge(' men ',' other ') newline G.add_edge(' stone ',' large ') newline G.has_edge(' people ',' walking ') newline G.has_edge(' men ',' other ') newline G.has_edge(' stone ',' large ') newline"
"a dog run away . red shorts cutting green grass . how is shorts ? how is grass ?","G.add_edge(' dog ',' away ',action=' run ') newline G.add_edge(' dog ',' run ') newline G.add_edge(' shorts ',' cutting ') newline G.add_edge(' shorts ',' red ') newline G.add_edge(' grass ',' green ') newline G.has_edge(' shorts ',' red ') newline G.has_edge(' grass ',' green ') newline"
"people while walking down . american worker is adult digging . how is worker ? how is digging ?","G.add_edge(' people ',' down ',action=' walking ') newline G.add_edge(' people ',' walking ') newline G.add_edge(' worker ',' is ') newline G.add_edge(' worker ',' american ') newline G.add_edge(' digging ',' adult ') newline G.has_edge(' worker ',' american ') newline G.has_edge(' digging ',' adult ') newline"
"uniforms playing soccer . striped shirt doing amazing tricks .","G.add_edge(' uniforms ',' soccer ',action=' playing ') newline G.add_edge(' uniforms ',' playing ') newline G.add_edge(' shirt ',' doing ') newline G.add_edge(' shirt ',' striped ') newline G.add_edge(' tricks ',' amazing ') newline"
"men standing around . feet kicked up . a man lifts up . does men standing ? is there a man ?","G.add_edge(' men ',' around ',action=' standing ') newline G.add_edge(' men ',' standing ') newline G.add_edge(' feet ',' up ',action=' kicked ') newline G.add_edge(' feet ',' kicked ') newline G.add_edge(' man ',' up ',action=' lifts ') newline G.add_edge(' man ',' lifts ') newline G.has_edge(' men ',' standing ') newline G.has_node(' man ') newline"
"of guys while wearing tutu . children gaze up .","G.add_edge(' guys ',' tutu ',action=' wearing ') newline G.add_edge(' guys ',' wearing ') newline G.add_edge(' children ',' up ',action=' gaze ') newline G.add_edge(' children ',' gaze ') newline"
"man wearing in jeans . a groom cutting wedding .","G.add_edge(' man ',' jeans ',action=' wearing ') newline G.add_edge(' man ',' wearing ') newline G.add_edge(' groom ',' wedding ',action=' cutting ') newline G.add_edge(' groom ',' cutting ') newline"
"shirt playing roller . is there a relation between shirt and roller ?","G.add_edge(' shirt ',' roller ',action=' playing ') newline G.add_edge(' shirt ',' playing ') newline G.has_edge(' shirt ',' roller ') newline"
"tongue sticking out .","G.add_edge(' tongue ',' out ',action=' sticking ') newline G.add_edge(' tongue ',' sticking ') newline"
"a costume wearing condoms . of dogs playing ball . is there a relation between costume and condoms ?","G.add_edge(' costume ',' condoms ',action=' wearing ') newline G.add_edge(' costume ',' wearing ') newline G.add_edge(' dogs ',' ball ',action=' playing ') newline G.add_edge(' dogs ',' playing ') newline G.has_edge(' costume ',' condoms ') newline"
"brown dogs stand right side . of heads walk down . kids while having fun . does heads facing ? does kids having ?","G.add_edge(' dogs ',' stand ') newline G.add_edge(' dogs ',' brown ') newline G.add_edge(' side ',' right ') newline G.add_edge(' heads ',' down ',action=' walk ') newline G.add_edge(' heads ',' walk ') newline G.add_edge(' kids ',' fun ',action=' having ') newline G.add_edge(' kids ',' having ') newline G.has_edge(' heads ',' facing ') newline G.has_edge(' kids ',' having ') newline"
"gray gloves collecting black trash . with legs stretched out . a hill while standing up . how is gloves ? how is trash ? does legs crossed ? is there a relation between hill and up ?","G.add_edge(' gloves ',' collecting ') newline G.add_edge(' gloves ',' gray ') newline G.add_edge(' trash ',' black ') newline G.add_edge(' legs ',' out ',action=' stretched ') newline G.add_edge(' legs ',' stretched ') newline G.add_edge(' hill ',' up ',action=' standing ') newline G.add_edge(' hill ',' standing ') newline G.has_edge(' gloves ',' gray ') newline G.has_edge(' trash ',' black ') newline G.has_edge(' legs ',' crossed ') newline G.has_edge(' hill ',' up ') newline"
"shirt a jumps off . does shirt jumps ?","G.add_edge(' shirt ',' off ',action=' jumps ') newline G.add_edge(' shirt ',' jumps ') newline G.has_edge(' shirt ',' jumps ') newline"
"people hold on . is there a relation between people and on ?","G.add_edge(' people ',' on ',action=' hold ') newline G.add_edge(' people ',' hold ') newline G.has_edge(' people ',' on ') newline"
"the referee throws up .","G.add_edge(' referee ',' up ',action=' throws ') newline G.add_edge(' referee ',' throws ') newline"
"white shirt playing electric violin . a backpack looks up . younger man slicing raw meat . how is shirt ? how is violin ?","G.add_edge(' shirt ',' playing ') newline G.add_edge(' shirt ',' white ') newline G.add_edge(' violin ',' electric ') newline G.add_edge(' backpack ',' up ',action=' looks ') newline G.add_edge(' backpack ',' looks ') newline G.add_edge(' man ',' slicing ') newline G.add_edge(' man ',' younger ') newline G.add_edge(' meat ',' raw ') newline G.has_edge(' shirt ',' white ') newline G.has_edge(' violin ',' electric ') newline"
"electric guitar has multicolored wires . how is wires ?","G.add_edge(' guitar ',' has ') newline G.add_edge(' guitar ',' electric ') newline G.add_edge(' wires ',' multicolored ') newline G.has_edge(' wires ',' multicolored ') newline"
"the girl wearing flannel . a man up getting closer . is there a girl ? is there a man ?","G.add_edge(' girl ',' flannel ',action=' wearing ') newline G.add_edge(' girl ',' wearing ') newline G.add_edge(' man ',' closer ',action=' getting ') newline G.add_edge(' man ',' getting ') newline G.has_node(' girl ') newline G.has_node(' man ') newline"
"girls playing soccer . old guys wearing white tutu . is there a girls ? how is tutu ?","G.add_edge(' girls ',' soccer ',action=' playing ') newline G.add_edge(' girls ',' playing ') newline G.add_edge(' guys ',' wearing ') newline G.add_edge(' guys ',' old ') newline G.add_edge(' tutu ',' white ') newline G.has_node(' girls ') newline G.has_edge(' tutu ',' white ') newline"
"packed car wearing pink sunglasses . a woman walks down . does woman juggles ?","G.add_edge(' car ',' wearing ') newline G.add_edge(' car ',' packed ') newline G.add_edge(' sunglasses ',' pink ') newline G.add_edge(' woman ',' down ',action=' walks ') newline G.add_edge(' woman ',' walks ') newline G.has_edge(' woman ',' juggles ') newline"
"in shorts that sits down . of others while facing away . another dog jumps up . is there a others ?","G.add_edge(' shorts ',' down ',action=' sits ') newline G.add_edge(' shorts ',' sits ') newline G.add_edge(' others ',' away ',action=' facing ') newline G.add_edge(' others ',' facing ') newline G.add_edge(' dog ',' up ',action=' jumps ') newline G.add_edge(' dog ',' jumps ') newline G.has_node(' others ') newline"
"woman without wearing in sunglasses . is there a relation between woman and sunglasses ?","G.add_edge(' woman ',' sunglasses ',action=' wearing ') newline G.add_edge(' woman ',' wearing ') newline G.has_edge(' woman ',' sunglasses ') newline"
"woman the setting up . blue head painted shooting targets . children fishing off . does woman setting ? is there a children ?","G.add_edge(' woman ',' up ',action=' setting ') newline G.add_edge(' woman ',' setting ') newline G.add_edge(' head ',' painted ') newline G.add_edge(' head ',' blue ') newline G.add_edge(' targets ',' shooting ') newline G.add_edge(' children ',' off ',action=' fishing ') newline G.add_edge(' children ',' fishing ') newline G.has_edge(' woman ',' setting ') newline G.has_node(' children ') newline"
"red jacket chases pigeons . bicyclists ride down .","G.add_edge(' jacket ',' chases ') newline G.add_edge(' jacket ',' red ') newline  G.add_edge(' bicyclists ',' down ',action=' ride ') newline G.add_edge(' bicyclists ',' ride ') newline"
"many people enjoying formal dinner . no shirt lifts up . young people wearing different numbers . how is dinner ? how is numbers ?","G.add_edge(' people ',' enjoying ') newline G.add_edge(' people ',' many ') newline G.add_edge(' dinner ',' formal ') newline G.add_edge(' shirt ',' up ',action=' lifts ') newline G.add_edge(' shirt ',' lifts ') newline G.add_edge(' people ',' wearing ') newline G.add_edge(' people ',' young ') newline G.add_edge(' numbers ',' different ') newline G.has_edge(' dinner ',' formal ') newline G.has_edge(' numbers ',' different ') newline"
"white midriff displaying karate outfits . of guys while looking out . how is midriff ? how is outfits ? is there a relation between guys and out ?","G.add_edge(' midriff ',' displaying ') newline G.add_edge(' midriff ',' white ') newline G.add_edge(' outfits ',' karate ') newline G.add_edge(' guys ',' out ',action=' looking ') newline G.add_edge(' guys ',' looking ') newline G.has_edge(' midriff ',' white ') newline G.has_edge(' outfits ',' karate ') newline G.has_edge(' guys ',' out ') newline"
"guys while playing guitar .","G.add_edge(' guys ',' guitar ',action=' playing ') newline G.add_edge(' guys ',' playing ') newline"
"gentleman attempting repairs . graffiti covered ramp . several spoons stirring frying something . is there a relation between gentleman and repairs ? is there a relation between graffiti and ramp ? how is spoons ? how is something ?","G.add_edge(' gentleman ',' repairs ',action=' attempting ') newline G.add_edge(' gentleman ',' attempting ') newline G.add_edge(' graffiti ',' ramp ',action=' covered ') newline G.add_edge(' graffiti ',' covered ') newline G.add_edge(' spoons ',' stirring ') newline G.add_edge(' spoons ',' several ') newline G.add_edge(' something ',' frying ') newline G.has_edge(' gentleman ',' repairs ') newline G.has_edge(' graffiti ',' ramp ') newline G.has_edge(' spoons ',' several ') newline G.has_edge(' something ',' frying ') newline"
"purple shirts are jogging . blue bench eating flavored ice . how is jogging ?","G.add_edge(' shirts ',' are ') newline G.add_edge(' shirts ',' purple ') newline  G.add_edge(' bench ',' eating ') newline G.add_edge(' bench ',' blue ') newline G.add_edge(' ice ',' flavored ') newline "
"of people are digging . a man wearing with glasses . does man wearing ?","G.add_edge(' people ',' digging ',action=' are ') newline G.add_edge(' people ',' are ') newline G.add_edge(' man ',' glasses ',action=' wearing ') newline G.add_edge(' man ',' wearing ') newline G.has_edge(' man ',' wearing ') newline"
"young people eating traditional ice . white shoe shining uniform stand . red stands wearing convention-type badge . how is stand ?","G.add_edge(' people ',' eating ') newline G.add_edge(' people ',' young ') newline G.add_edge(' ice ',' traditional ') newline G.add_edge(' shoe ',' shining ') newline G.add_edge(' shoe ',' white ') newline G.add_edge(' stand ',' uniform ') newline G.add_edge(' stands ',' wearing ') newline G.add_edge(' stands ',' red ') newline G.add_edge(' badge ',' convention-type ') newline G.has_edge(' stand ',' uniform ') newline"
"shirt walks down . is there a relation between shirt and down ?","G.add_edge(' shirt ',' down ',action=' walks ') newline G.add_edge(' shirt ',' walks ') newline G.has_edge(' shirt ',' down ') newline"
"a person climbing down . old man holding orange flowers . green dress taking giant picture . how is picture ?","G.add_edge(' person ',' down ',action=' climbing ') newline G.add_edge(' person ',' climbing ') newline G.add_edge(' man ',' holding ') newline G.add_edge(' man ',' old ') newline G.add_edge(' flowers ',' orange ') newline G.add_edge(' dress ',' taking ') newline G.add_edge(' dress ',' green ') newline G.add_edge(' picture ',' giant ') newline G.has_edge(' picture ',' giant ') newline"
"family walks down .","G.add_edge(' family ',' down ',action=' walks ') newline G.add_edge(' family ',' walks ') newline"
"cap kneels down . is there a relation between cap and down ?","G.add_edge(' cap ',' down ',action=' kneels ') newline G.add_edge(' cap ',' kneels ') newline G.has_edge(' cap ',' down ') newline"
"the eyes eating cookies . is there a relation between eyes and cookies ?","G.add_edge(' eyes ',' cookies ',action=' eating ') newline G.add_edge(' eyes ',' eating ') newline G.has_edge(' eyes ',' cookies ') newline"
"fireworks go off . america riding horses . chain linked broken fence .","G.add_edge(' fireworks ',' off ',action=' go ') newline G.add_edge(' fireworks ',' go ') newline G.add_edge(' america ',' horses ',action=' riding ') newline G.add_edge(' america ',' riding ') newline G.add_edge(' chain ',' linked ') newline  G.add_edge(' fence ',' broken ') newline"
"blue goggles cupping bare hands . man kneels down . man wearing with glasses . is there a relation between man and down ? is there a relation between man and glasses ?","G.add_edge(' goggles ',' cupping ') newline G.add_edge(' goggles ',' blue ') newline G.add_edge(' hands ',' bare ') newline G.add_edge(' man ',' down ',action=' kneels ') newline G.add_edge(' man ',' kneels ') newline G.add_edge(' man ',' glasses ',action=' wearing ') newline G.add_edge(' man ',' wearing ') newline G.has_edge(' man ',' down ') newline G.has_edge(' man ',' glasses ') newline"
"parrot eating more food . the sun drenched room . young people riding brown horses . how is people ? how is horses ?","G.add_edge(' parrot ',' eating ') newline  G.add_edge(' food ',' more ') newline G.add_edge(' sun ',' room ',action=' drenched ') newline G.add_edge(' sun ',' drenched ') newline G.add_edge(' people ',' riding ') newline G.add_edge(' people ',' young ') newline G.add_edge(' horses ',' brown ') newline G.has_edge(' people ',' young ') newline G.has_edge(' horses ',' brown ') newline"
"another man plays with guitar . does man plays ?","G.add_edge(' man ',' guitar ',action=' plays ') newline G.add_edge(' man ',' plays ') newline G.has_edge(' man ',' plays ') newline"
"pavilion getting soft drinks . white snow covered rocky incline . a beard another passes out .","G.add_edge(' pavilion ',' getting ') newline  G.add_edge(' drinks ',' soft ') newline G.add_edge(' snow ',' covered ') newline G.add_edge(' snow ',' white ') newline G.add_edge(' incline ',' rocky ') newline G.add_edge(' beard ',' out ',action=' passes ') newline G.add_edge(' beard ',' passes ') newline"
"young man playing white guitar . a child carrying something . individuals a climbing up . does child carrying ?","G.add_edge(' man ',' playing ') newline G.add_edge(' man ',' young ') newline G.add_edge(' guitar ',' white ') newline G.add_edge(' child ',' something ',action=' carrying ') newline G.add_edge(' child ',' carrying ') newline G.add_edge(' individuals ',' up ',action=' climbing ') newline G.add_edge(' individuals ',' climbing ') newline G.has_edge(' child ',' carrying ') newline"
"another man climbs up . does man is ?","G.add_edge(' man ',' up ',action=' climbs ') newline G.add_edge(' man ',' climbs ') newline G.has_edge(' man ',' is ') newline"
"a rock climbs up . a dress another looks so .","G.add_edge(' rock ',' up ',action=' climbs ') newline G.add_edge(' rock ',' climbs ') newline G.add_edge(' dress ',' so ',action=' looks ') newline G.add_edge(' dress ',' looks ') newline"
"man is intently . of men all look thoughtfully .","G.add_edge(' man ',' intently ',action=' is ') newline G.add_edge(' man ',' is ') newline G.add_edge(' men ',' thoughtfully ',action=' look ') newline G.add_edge(' men ',' look ') newline"
"a hat is fishing . is there a hat ?","G.add_edge(' hat ',' fishing ',action=' is ') newline G.add_edge(' hat ',' is ') newline G.has_node(' hat ') newline"
"a fan watches traffic . shirt is skateboarding . does fan looks ?","G.add_edge(' fan ',' traffic ',action=' watches ') newline G.add_edge(' fan ',' watches ') newline G.add_edge(' shirt ',' skateboarding ',action=' is ') newline G.add_edge(' shirt ',' is ') newline G.has_edge(' fan ',' looks ') newline"
"long snowboarder takes mid flight . white women spin threads . man carries flags . how is threads ? is there a relation between man and flags ?","G.add_edge(' snowboarder ',' takes ') newline G.add_edge(' snowboarder ',' long ') newline G.add_edge(' flight ',' mid ') newline G.add_edge(' women ',' spin ') newline G.add_edge(' women ',' white ') newline  G.add_edge(' man ',' flags ',action=' carries ') newline G.add_edge(' man ',' carries ') newline  G.has_edge(' man ',' flags ') newline"
"favorite store called la . white fence playing white horse . how is la ?","G.add_edge(' store ',' called ') newline G.add_edge(' store ',' favorite ') newline  G.add_edge(' fence ',' playing ') newline G.add_edge(' fence ',' white ') newline G.add_edge(' horse ',' white ') newline "
"a worker fits metal . teenagers play music . a man both wearing glasses . does worker fits ? is there a relation between teenagers and music ? is there a man ?","G.add_edge(' worker ',' metal ',action=' fits ') newline G.add_edge(' worker ',' fits ') newline G.add_edge(' teenagers ',' music ',action=' play ') newline G.add_edge(' teenagers ',' play ') newline G.add_edge(' man ',' glasses ',action=' wearing ') newline G.add_edge(' man ',' wearing ') newline G.has_edge(' worker ',' fits ') newline G.has_edge(' teenagers ',' music ') newline G.has_node(' man ') newline"
"of girls wear straw . white man is huge skateboarding . the street wearing jackets . does girls wear ? how is man ? how is skateboarding ?","G.add_edge(' girls ',' straw ',action=' wear ') newline G.add_edge(' girls ',' wear ') newline G.add_edge(' man ',' is ') newline G.add_edge(' man ',' white ') newline G.add_edge(' skateboarding ',' huge ') newline G.add_edge(' street ',' jackets ',action=' wearing ') newline G.add_edge(' street ',' wearing ') newline G.has_edge(' girls ',' wear ') newline G.has_edge(' man ',' white ') newline G.has_edge(' skateboarding ',' huge ') newline"
"college looking little guys . a boy wearing batman . how is college ? how is guys ?","G.add_edge(' college ',' looking ') newline  G.add_edge(' guys ',' little ') newline G.add_edge(' boy ',' batman ',action=' wearing ') newline G.add_edge(' boy ',' wearing ') newline  G.has_edge(' guys ',' little ') newline"
"lady up walks up . an officers some are patrolling . of boys play soccer .","G.add_edge(' lady ',' up ',action=' walks ') newline G.add_edge(' lady ',' walks ') newline G.add_edge(' officers ',' patrolling ',action=' are ') newline G.add_edge(' officers ',' are ') newline G.add_edge(' boys ',' soccer ',action=' play ') newline G.add_edge(' boys ',' play ') newline"
"suit opens wallet .","G.add_edge(' suit ',' wallet ',action=' opens ') newline G.add_edge(' suit ',' opens ') newline"
"of dogs a run away .","G.add_edge(' dogs ',' away ',action=' run ') newline G.add_edge(' dogs ',' run ') newline"
"a worker fits metal . of makeup handing out . is there a worker ? does makeup stands ?","G.add_edge(' worker ',' metal ',action=' fits ') newline G.add_edge(' worker ',' fits ') newline G.add_edge(' makeup ',' out ',action=' handing ') newline G.add_edge(' makeup ',' handing ') newline G.has_node(' worker ') newline G.has_edge(' makeup ',' stands ') newline"
"dudes a kneeling down .","G.add_edge(' dudes ',' down ',action=' kneeling ') newline G.add_edge(' dudes ',' kneeling ') newline"
"nude women wearing hard hats .","G.add_edge(' women ',' wearing ') newline G.add_edge(' women ',' nude ') newline G.add_edge(' hats ',' hard ') newline"
"many vendors sell tented fruit . maritime workers moving grassy gravel . a skateboarder skates off .","G.add_edge(' vendors ',' sell ') newline G.add_edge(' vendors ',' many ') newline G.add_edge(' fruit ',' tented ') newline G.add_edge(' workers ',' moving ') newline G.add_edge(' workers ',' maritime ') newline G.add_edge(' gravel ',' grassy ') newline G.add_edge(' skateboarder ',' off ',action=' skates ') newline G.add_edge(' skateboarder ',' skates ') newline"
"girl with is happily . is there a girl ?","G.add_edge(' girl ',' happily ',action=' is ') newline G.add_edge(' girl ',' is ') newline G.has_node(' girl ') newline"
"gown walking up . teenage boys playing red soccer . does gown mixing ? how is soccer ?","G.add_edge(' gown ',' up ',action=' walking ') newline G.add_edge(' gown ',' walking ') newline G.add_edge(' boys ',' playing ') newline G.add_edge(' boys ',' teenage ') newline G.add_edge(' soccer ',' red ') newline G.has_edge(' gown ',' mixing ') newline G.has_edge(' soccer ',' red ') newline"
"many people observe large fish . an escalator while going up . how is fish ?","G.add_edge(' people ',' observe ') newline G.add_edge(' people ',' many ') newline G.add_edge(' fish ',' large ') newline G.add_edge(' escalator ',' up ',action=' going ') newline G.add_edge(' escalator ',' going ') newline G.has_edge(' fish ',' large ') newline"
"elderly women wearing bright neon .","G.add_edge(' women ',' wearing ') newline G.add_edge(' women ',' elderly ') newline G.add_edge(' neon ',' bright ') newline"
"of men dressed up .","G.add_edge(' men ',' up ',action=' dressed ') newline G.add_edge(' men ',' dressed ') newline"
"man another is outdoors . people while riding motorcycles .","G.add_edge(' man ',' outdoors ',action=' is ') newline G.add_edge(' man ',' is ') newline G.add_edge(' people ',' motorcycles ',action=' riding ') newline G.add_edge(' people ',' riding ') newline"
"a car another is partially . a skateboarder takes advantage . a tank in spraying water . is there a relation between skateboarder and advantage ? is there a relation between tank and water ?","G.add_edge(' car ',' partially ',action=' is ') newline G.add_edge(' car ',' is ') newline G.add_edge(' skateboarder ',' advantage ',action=' takes ') newline G.add_edge(' skateboarder ',' takes ') newline G.add_edge(' tank ',' water ',action=' spraying ') newline G.add_edge(' tank ',' spraying ') newline G.has_edge(' skateboarder ',' advantage ') newline G.has_edge(' tank ',' water ') newline"
"of boys huddle together . other people planting pink flowers .","G.add_edge(' boys ',' together ',action=' huddle ') newline G.add_edge(' boys ',' huddle ') newline G.add_edge(' people ',' planting ') newline G.add_edge(' people ',' other ') newline G.add_edge(' flowers ',' pink ') newline"
"several people photographs present something .","G.add_edge(' people ',' photographs ') newline G.add_edge(' people ',' several ') newline G.add_edge(' something ',' present ') newline"
"the sunlight casts long . young adults wearing yellow balloon . red shorts is adult digging . is there a relation between sunlight and long ? how is balloon ?","G.add_edge(' sunlight ',' long ',action=' casts ') newline G.add_edge(' sunlight ',' casts ') newline G.add_edge(' adults ',' wearing ') newline G.add_edge(' adults ',' young ') newline G.add_edge(' balloon ',' yellow ') newline G.add_edge(' shorts ',' is ') newline G.add_edge(' shorts ',' red ') newline G.add_edge(' digging ',' adult ') newline G.has_edge(' sunlight ',' long ') newline G.has_edge(' balloon ',' yellow ') newline"
"red suit playing bagpipes . young man shoveling brown snow . crowd lined street . how is bagpipes ? how is snow ? does crowd is ?","G.add_edge(' suit ',' playing ') newline G.add_edge(' suit ',' red ') newline  G.add_edge(' man ',' shoveling ') newline G.add_edge(' man ',' young ') newline G.add_edge(' snow ',' brown ') newline G.add_edge(' crowd ',' street ',action=' lined ') newline G.add_edge(' crowd ',' lined ') newline  G.has_edge(' snow ',' brown ') newline G.has_edge(' crowd ',' is ') newline"
"area both have just . does area holding ?","G.add_edge(' area ',' just ',action=' have ') newline G.add_edge(' area ',' have ') newline G.has_edge(' area ',' holding ') newline"
"a man is in fishing . asian woman eats free dinner . stockings playing roller . does man is ? how is woman ? how is dinner ? is there a relation between stockings and roller ?","G.add_edge(' man ',' fishing ',action=' is ') newline G.add_edge(' man ',' is ') newline G.add_edge(' woman ',' eats ') newline G.add_edge(' woman ',' asian ') newline G.add_edge(' dinner ',' free ') newline G.add_edge(' stockings ',' roller ',action=' playing ') newline G.add_edge(' stockings ',' playing ') newline G.has_edge(' man ',' is ') newline G.has_edge(' woman ',' asian ') newline G.has_edge(' dinner ',' free ') newline G.has_edge(' stockings ',' roller ') newline"
"the guys joking around . a blue on has just . is there a relation between guys and around ?","G.add_edge(' guys ',' around ',action=' joking ') newline G.add_edge(' guys ',' joking ') newline G.add_edge(' blue ',' just ',action=' has ') newline G.add_edge(' blue ',' has ') newline G.has_edge(' guys ',' around ') newline"
"man while examining something . is there a relation between man and something ?","G.add_edge(' man ',' something ',action=' examining ') newline G.add_edge(' man ',' examining ') newline G.has_edge(' man ',' something ') newline"
"men adjust ropes . young men wearing brown coats . young boys wearing florida . how is boys ? how is florida ?","G.add_edge(' men ',' ropes ',action=' adjust ') newline G.add_edge(' men ',' adjust ') newline G.add_edge(' men ',' wearing ') newline G.add_edge(' men ',' young ') newline G.add_edge(' coats ',' brown ') newline G.add_edge(' boys ',' wearing ') newline G.add_edge(' boys ',' young ') newline  G.has_edge(' boys ',' young ') newline "
"glasses while looking down . shorts another walks down .","G.add_edge(' glasses ',' down ',action=' looking ') newline G.add_edge(' glasses ',' looking ') newline G.add_edge(' shorts ',' down ',action=' walks ') newline G.add_edge(' shorts ',' walks ') newline"
"couples are passionately .","G.add_edge(' couples ',' passionately ',action=' are ') newline G.add_edge(' couples ',' are ') newline"
"people playing instruments .","G.add_edge(' people ',' instruments ',action=' playing ') newline G.add_edge(' people ',' playing ') newline"
"full santa attired black play .","G.add_edge(' santa ',' attired ') newline G.add_edge(' santa ',' full ') newline G.add_edge(' play ',' black ') newline"
